Player,Nation,Squad,Position,Age,Matches,Playing_Time_Starts,Minutes,Performance_Gls,Performance_Ast,Yellow_Cards,Red_Cards,Expected_xG,Expected_xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_xG,Per_90_Minutes_xAG,Goals_Against_Per90,Save_Percentage,CleanSheet_Percentage,Penalty_Save_Percentage,Shots_On_Target_Percentage,Shots_On_Target_Per90,Goals_PerShot,Shooting_Distance,Total_Passes_Completed,Total_Passes_Completed_Percentage,Total_Passing_Distance,Short_Passe_Completed_Percentage,Medium_Passes_Completed_Percentage,Long_Passes_Completed_Percentage,Keypasses,Passes_Into_Final_Third,Passes_Into_Penalty_Area,Crossed_Into_Penalty_Area,Progressive_Passes,Shot_Creating_Actions,Shot_Creating_Actions_Per90,Goal_Creating_Actions,Goal_Creating_Actions_Per90,Tackles,Tackles_Won,Defensive_Actions_Attempted,Defensive_Actions_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Touches,Touches_Defensive_Penalty_Area,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Take_Ons_Attempted,Take_Ons_Success_Percentage,Take_Ons_Tackled_Percentage,Carries,Total_Carrying_Distance,Progressive_Carrying_Distance,Progressive_Carries,Carries_Into_Final_Third,Carries_Into_Penalty_Area,Miscontrols,Dispossessions,Receiving,Progressive_Receiving,Fouls,Fouled,Offsides,Crosses,Recoveries,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Wonpct
Jack Hinshelwood,ENG,Brighton,"DF,MF",20-003,20,18,1505.0,2,0,4,0,1.4,0.9,16,55,41,0.12,0.00,0.08,0.05,N/a,N/a,N/a,N/a,41.7,0.30,0.17,13.6,706,83.0,10776,92.0,83.7,52.1,11,27,8,2,55,28,1.68,2,0.12,23,16,22,13,7,3,4,14,984,46,281,454,254,24,9,11.1,77.8,456,1965,950,16,16,1,16,2,600,41,13,5,0,26,49,18,12,60.0
Jack Stephens,ENG,Southampton,DF,31-077,14,12,984.0,0,0,2,2,0.3,0.1,11,45,1,0.00,0.00,0.02,0.01,N/a,N/a,N/a,N/a,0.0,0.00,0.00,7.9,669,92.0,11609,92.6,95.2,79.1,2,42,5,0,45,11,1.01,0,0.00,26,15,20,10,9,7,2,10,822,91,345,403,78,6,4,0.0,100.0,462,2145,1006,11,10,1,1,2,590,1,9,3,1,0,34,4,6,40.0
Jacob Greaves,ENG,Ipswich Town,DF,24-214,19,19,1665.0,1,0,4,0,1.2,0.0,6,48,4,0.05,0.00,0.07,0.00,N/a,N/a,N/a,N/a,50.0,0.22,0.13,8.3,759,87.4,12401,93.0,92.1,41.3,2,55,1,0,48,12,0.65,0,0.00,27,13,22,8,27,19,8,17,1064,222,582,426,60,15,2,50.0,50.0,503,2156,909,6,8,0,7,2,673,4,9,16,1,0,42,54,36,60.0
Jacob Murphy,ENG,Newcastle Utd,FW,30-049,28,24,1893.0,7,10,3,0,5.5,7.3,62,60,175,0.33,0.48,0.26,0.35,N/a,N/a,N/a,N/a,36.8,0.67,0.18,18.0,539,69.1,8055,84.5,66.8,43.6,32,43,29,10,60,64,3.05,11,0.52,21,14,28,13,30,0,30,11,1000,17,151,382,477,71,56,51.8,44.6,594,3583,1875,62,27,21,24,33,716,175,11,9,3,84,81,3,15,16.7
Jacob Ramsey,ENG,Aston Villa,"FW,MF",23-321,24,17,1406.0,1,3,1,0,1.3,2.1,53,62,98,0.06,0.19,0.09,0.13,N/a,N/a,N/a,N/a,25.0,0.26,0.06,16.4,448,85.3,5877,92.0,83.2,70.6,18,29,19,1,62,46,2.94,6,0.38,28,15,17,8,19,3,16,7,679,12,126,240,324,61,37,56.8,24.3,446,2935,1503,53,30,18,38,20,516,98,11,22,5,10,68,6,10,37.5
Jadon Sancho,ENG,Chelsea,FW,25-020,26,18,1610.0,3,4,1,0,1.9,3.4,91,81,203,0.17,0.22,0.11,0.19,N/a,N/a,N/a,N/a,27.3,0.34,0.14,15.1,603,83.1,8109,89.5,84.2,50.0,34,23,43,0,81,63,3.52,10,0.56,10,6,12,7,9,0,9,2,878,11,111,260,517,113,92,46.7,40.2,586,4037,2246,91,32,54,26,19,685,203,6,11,5,21,90,5,10,33.3
Jake O'Brien,IRL,Everton,DF,23-334,15,12,1121.0,2,0,4,0,0.7,0.6,7,38,24,0.16,0.00,0.06,0.04,N/a,N/a,N/a,N/a,60.0,0.24,0.40,11.5,386,75.8,6896,87.9,76.1,60.9,6,36,8,5,38,13,1.04,0,0.00,19,13,17,4,13,3,10,3,646,52,253,269,126,18,9,33.3,55.6,272,1192,492,7,5,2,5,5,325,24,10,3,3,16,42,30,22,57.7
James Garner,ENG,Everton,"MF,DF",24-032,15,11,1054.0,0,1,3,0,0.3,1.1,7,31,22,0.00,0.09,0.03,0.09,N/a,N/a,N/a,N/a,28.6,0.17,0.00,24.1,356,71.3,6140,83.1,80.5,43.0,10,33,5,2,31,26,2.22,4,0.34,28,18,29,15,13,3,10,14,616,29,153,293,176,9,13,38.5,61.5,282,1182,401,7,10,1,9,7,315,22,15,12,0,44,55,10,8,55.6
James Justin,ENG,Leicester City,DF,27-050,30,30,2526.0,2,1,5,0,1.5,0.5,36,80,90,0.07,0.04,0.05,0.02,N/a,N/a,N/a,N/a,25.0,0.21,0.08,16.0,1014,77.5,15620,86.4,83.9,33.9,12,66,21,7,80,31,1.10,1,0.04,47,29,49,22,38,12,26,41,1660,130,581,736,353,36,28,32.1,42.9,737,3093,1522,36,25,4,30,12,913,90,19,34,2,52,74,57,46,55.3
James Maddison,ENG,Tottenham,MF,28-142,30,20,1764.0,9,6,6,0,5.8,4.1,43,160,92,0.46,0.31,0.30,0.21,N/a,N/a,N/a,N/a,43.6,0.87,0.23,16.7,1001,81.3,16292,90.9,86.0,45.9,39,121,32,5,160,92,4.70,17,0.87,30,18,28,19,15,4,11,11,1438,25,207,677,567,76,74,41.9,44.6,1010,5042,2227,43,39,19,23,24,1112,92,31,63,4,95,73,5,7,41.7
James Tarkowski,ENG,Everton,DF,32-146,32,32,2871.0,1,1,6,0,1.1,2.6,9,74,3,0.03,0.03,0.04,0.08,N/a,N/a,N/a,N/a,28.6,0.13,0.07,8.6,1019,80.9,21595,84.4,91.9,62.7,15,80,11,0,74,36,1.13,4,0.13,61,38,38,15,57,42,15,40,1667,350,955,618,103,54,7,71.4,28.6,711,3536,1916,9,10,0,13,7,901,3,35,26,2,1,98,100,33,75.2
Jamie Vardy,ENG,Leicester City,FW,38-093,30,30,2421.0,7,3,5,0,9.4,2.9,27,20,104,0.26,0.11,0.35,0.11,N/a,N/a,N/a,N/a,40.8,0.74,0.12,11.8,225,67.4,3208,74.4,79.1,68.8,18,9,9,1,20,40,1.49,9,0.33,18,13,11,7,8,4,4,3,511,26,52,232,232,99,20,45.0,50.0,244,1295,619,27,11,14,31,12,331,104,19,19,23,10,32,46,47,49.5
Jan Bednarek,POL,Southampton,DF,29-002,26,26,2171.0,2,0,7,0,0.7,0.5,4,55,1,0.08,0.00,0.03,0.02,N/a,N/a,N/a,N/a,40.0,0.08,0.40,16.0,1419,92.4,24983,95.3,94.2,76.0,5,66,0,0,55,15,0.62,0,0.00,34,18,30,15,42,31,11,51,1854,334,974,848,39,15,3,100.0,0.0,939,3388,1585,4,5,1,9,3,1187,1,30,10,0,1,97,66,33,66.7
Jan Paul van Hecke,NED,Brighton,DF,24-310,29,28,2509.0,1,1,7,1,1.3,1.5,50,199,5,0.04,0.04,0.05,0.05,N/a,N/a,N/a,N/a,31.3,0.18,0.06,14.1,1741,88.5,34428,93.5,93.5,66.6,13,188,15,4,199,45,1.61,3,0.11,38,25,36,17,32,19,13,22,2232,237,955,1154,142,28,10,40.0,40.0,1471,9213,6356,50,39,0,10,7,1563,5,22,19,0,10,114,71,45,61.2
Jannik Vestergaard,DEN,Leicester City,DF,32-254,18,16,1391.0,0,0,5,0,0.1,0.1,3,32,2,0.00,0.00,0.01,0.01,N/a,N/a,N/a,N/a,66.7,0.13,0.00,9.7,870,90.7,14697,95.0,93.7,59.3,3,34,1,0,32,7,0.45,0,0.00,22,10,15,6,21,14,7,16,1092,196,572,497,28,10,4,100.0,0.0,672,2932,1458,3,3,0,2,0,757,2,12,4,0,0,46,26,19,57.8
Jarrad Branthwaite,ENG,Everton,DF,22-291,25,23,2078.0,0,1,4,0,0.8,0.6,9,54,1,0.00,0.04,0.03,0.02,N/a,N/a,N/a,N/a,28.6,0.09,0.00,8.2,763,81.1,14891,88.9,90.6,52.9,2,69,2,0,54,12,0.52,2,0.09,33,18,25,7,27,19,8,23,1221,176,646,528,54,20,5,60.0,20.0,580,3253,1974,9,13,2,8,3,695,1,8,12,1,2,76,45,34,57.0
Jarrod Bowen,ENG,West Ham,"FW,MF",28-115,28,28,2456.0,8,5,1,0,7.2,5.4,89,81,166,0.29,0.18,0.26,0.20,N/a,N/a,N/a,N/a,40.8,1.06,0.10,17.8,470,71.2,7776,83.2,76.8,53.0,45,37,39,6,81,97,3.55,11,0.40,36,23,37,20,20,3,17,16,1030,24,120,374,559,141,108,37.0,54.6,605,4414,2115,89,39,49,63,64,660,166,17,43,8,93,117,8,40,16.7
Jean-Clair Todibo,FRA,West Ham,DF,25-105,21,14,1305.0,0,0,2,0,0.2,0.0,8,26,4,0.00,0.00,0.01,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,14.6,654,87.0,11601,92.2,94.5,44.2,2,35,1,0,26,5,0.34,0,0.00,33,20,25,5,19,10,9,19,911,127,515,370,34,9,13,53.8,46.2,529,2328,1186,8,5,0,7,7,620,4,10,5,0,2,55,22,21,51.2
Jean-Philippe Mateta,FRA,Crystal Palace,FW,27-290,30,28,2302.0,13,2,2,0,11.6,3.0,34,44,111,0.51,0.08,0.45,0.12,N/a,N/a,N/a,N/a,41.1,0.90,0.20,15.4,258,65.0,3424,77.0,62.1,33.3,26,30,14,1,44,52,2.03,7,0.27,17,12,16,13,14,3,11,2,648,24,55,312,295,83,40,42.5,47.5,343,1769,827,34,19,8,62,38,473,111,26,23,17,23,59,55,93,37.2
Jean-Ricner Bellegarde,FRA,Wolves,"MF,FW",26-291,30,18,1479.0,2,6,3,0,1.3,3.6,46,35,80,0.12,0.37,0.08,0.22,N/a,N/a,N/a,N/a,25.0,0.30,0.10,21.7,401,79.4,6195,89.7,80.8,58.8,26,27,15,7,35,53,3.23,10,0.61,32,18,18,6,17,3,14,10,718,23,126,325,283,41,58,22.4,53.4,442,2764,1345,46,34,10,36,23,496,80,29,39,1,37,55,8,18,30.8
Jefferson Lerma,COL,Crystal Palace,"MF,DF",30-171,26,21,1811.0,0,1,6,0,1.0,1.5,10,81,24,0.00,0.05,0.05,0.07,N/a,N/a,N/a,N/a,29.2,0.35,0.00,19.4,708,75.7,12387,86.8,80.5,47.9,9,76,15,2,81,40,1.99,3,0.15,26,12,30,16,28,15,13,34,1155,87,367,602,196,24,11,54.5,27.3,528,2053,902,10,9,0,10,15,678,24,29,35,0,7,129,39,36,52.0
Jens Cajuste,SWE,Ipswich Town,MF,25-247,25,22,1694.0,1,0,2,0,0.5,0.6,23,45,15,0.05,0.00,0.03,0.03,N/a,N/a,N/a,N/a,10.0,0.05,0.10,21.3,554,82.7,9184,89.1,85.8,50.9,11,45,5,1,45,30,1.59,1,0.05,39,19,46,27,22,8,14,24,871,54,246,459,179,11,43,55.8,30.2,393,2163,1124,23,20,3,19,12,498,15,21,21,0,9,93,12,20,37.5
Jeremy Doku,BEL,Manchester City,"FW,MF",22-322,23,14,1277.0,3,4,1,0,1.0,3.5,169,60,227,0.21,0.28,0.07,0.25,N/a,N/a,N/a,N/a,37.5,0.63,0.13,18.2,501,79.7,7032,86.6,82.2,66.7,24,10,40,5,60,60,4.23,9,0.63,27,19,14,7,10,1,9,4,851,4,40,200,634,117,168,55.4,28.6,657,6178,3880,169,79,77,49,50,706,227,7,28,5,47,49,0,10,0.0
Jesper Lindstrøm,DEN,Everton,FW,25-044,25,15,1239.0,0,1,2,0,2.1,2.0,30,25,81,0.00,0.07,0.15,0.15,N/a,N/a,N/a,N/a,35.7,0.73,0.00,21.0,297,69.4,4593,86.2,65.7,44.6,19,18,12,7,25,46,3.35,1,0.07,45,25,55,36,15,3,12,12,625,22,127,206,303,40,43,18.6,72.1,302,1627,780,30,19,7,31,24,347,81,15,10,1,71,70,6,12,33.3
Joachim Andersen,DEN,Fulham,DF,28-318,22,22,1953.0,0,0,5,1,0.4,0.3,11,95,1,0.00,0.00,0.02,0.02,N/a,N/a,N/a,N/a,16.7,0.09,0.00,18.2,1291,83.1,28499,91.9,93.7,56.3,3,151,4,1,95,23,1.07,2,0.09,24,17,19,6,23,18,5,28,1794,267,936,801,67,13,4,100.0,0.0,1056,4845,2379,11,8,1,4,3,1256,1,15,11,0,6,88,52,29,64.2
Joe Aribo,NGA,Southampton,"MF,DF",28-267,30,20,1909.0,3,0,1,0,2.7,1.6,35,71,64,0.14,0.00,0.13,0.07,N/a,N/a,N/a,N/a,41.2,0.33,0.18,14.0,878,88.5,13041,91.3,90.9,68.9,16,50,4,1,71,37,1.75,1,0.05,44,30,34,17,24,9,15,20,1203,46,288,632,294,44,46,39.1,47.8,708,3880,1923,35,28,12,25,16,879,64,20,28,1,10,110,25,21,54.3
Joelinton,BRA,Newcastle Utd,"MF,FW",28-243,27,27,2242.0,4,2,9,0,3.9,2.1,37,112,102,0.16,0.08,0.16,0.08,N/a,N/a,N/a,N/a,29.5,0.52,0.09,14.0,809,83.1,11448,88.0,87.4,56.0,21,78,16,1,112,57,2.29,8,0.32,55,34,43,19,35,6,29,22,1278,65,248,623,421,78,45,31.1,62.2,689,3427,1687,37,24,8,37,51,871,102,54,33,7,15,143,53,43,55.2
John McGinn,SCO,Aston Villa,"MF,FW",30-178,28,23,1891.0,1,3,7,0,2.5,3.3,27,87,66,0.05,0.14,0.12,0.16,N/a,N/a,N/a,N/a,12.5,0.14,0.04,16.6,615,83.2,10384,91.3,86.7,61.1,26,60,26,7,87,63,3.00,6,0.29,27,18,22,12,16,1,15,11,919,22,143,498,288,47,43,39.5,27.9,510,2522,1077,27,16,5,32,24,651,66,43,60,3,48,87,15,7,68.2
Jordan Ayew,GHA,Leicester City,"FW,MF",33-215,25,15,1310.0,4,0,5,0,2.8,0.8,38,31,68,0.27,0.00,0.19,0.05,N/a,N/a,N/a,N/a,28.0,0.48,0.12,18.4,316,72.3,4618,85.7,73.5,35.6,12,20,11,6,31,30,2.06,1,0.07,24,13,19,13,14,0,14,12,649,18,89,331,251,46,52,36.5,51.9,389,2649,1195,38,30,7,51,31,434,68,27,43,5,47,81,33,53,38.4
Jordan Pickford,ENG,Everton,GK,31-038,32,32,2880.0,0,1,6,0,0.0,0.4,0,0,0,0.00,0.03,0.00,0.01,1.19,71.0,31.3,100.0,N/a,0.00,N/a,N/a,864,65.2,27839,99.2,98.4,45.8,2,62,8,0,0,12,0.37,2,0.06,1,0,2,1,0,0,0,1,1418,924,1355,64,0,0,0,N/a,N/a,788,4815,2800,0,0,0,2,0,690,0,0,6,0,0,28,4,1,80.0
Joshua Zirkzee,NED,Manchester Utd,"FW,MF",23-327,32,14,1402.0,3,1,2,0,4.8,1.5,14,44,69,0.19,0.06,0.31,0.10,N/a,N/a,N/a,N/a,39.3,0.71,0.11,13.1,292,71.2,3600,78.1,74.4,50.0,12,26,6,0,44,31,1.99,3,0.19,14,8,10,5,15,4,11,6,587,16,71,303,219,56,35,31.4,68.6,327,1483,523,14,21,4,41,30,418,69,9,13,3,4,57,21,54,28.0
José Sá,POR,Wolves,GK,32-087,25,25,2250.0,0,0,2,0,0.0,0.1,0,2,0,0.00,0.00,0.00,0.01,1.76,61.5,24.0,20.0,N/a,0.00,N/a,N/a,482,62.4,12711,99.0,97.1,30.0,2,17,1,0,2,4,0.16,0,0.00,2,2,2,0,0,0,0,0,829,658,821,9,0,0,6,100.0,0.0,509,3070,1964,0,0,0,1,0,402,0,3,8,0,0,29,8,0,100.0
João Gomes,BRA,Wolves,MF,24-061,30,30,2511.0,3,1,10,1,2.6,1.1,50,141,62,0.11,0.04,0.09,0.04,N/a,N/a,N/a,N/a,21.9,0.25,0.09,18.3,1144,85.2,16520,90.9,86.0,61.2,20,105,21,1,141,57,2.04,3,0.11,91,55,89,54,37,3,34,25,1662,55,357,911,416,38,50,44.0,44.0,868,5084,2450,50,47,6,32,45,1106,62,62,36,1,25,163,9,22,29.0
João Pedro,BRA,Brighton,"FW,MF",23-200,26,22,1888.0,10,6,4,0,8.9,4.8,64,76,123,0.48,0.29,0.42,0.23,N/a,N/a,N/a,N/a,36.6,0.72,0.12,17.1,465,72.8,6612,78.9,74.6,66.7,29,42,35,4,76,70,3.34,9,0.43,15,11,10,7,12,0,12,8,903,10,55,373,489,120,78,34.6,52.6,590,3654,1757,64,37,29,70,37,708,123,23,45,2,21,57,40,42,48.8
Joël Veltman,NED,Brighton,DF,33-089,19,19,1643.0,0,0,4,0,0.5,0.5,29,79,32,0.00,0.00,0.03,0.03,N/a,N/a,N/a,N/a,16.7,0.05,0.00,19.7,716,80.0,12082,89.8,80.6,63.3,6,61,8,5,79,22,1.21,1,0.05,42,28,51,21,22,7,15,18,1097,64,327,540,240,10,15,26.7,33.3,524,2780,1414,29,22,3,19,7,598,32,26,42,0,23,67,21,18,53.8
Joško Gvardiol,CRO,Manchester City,DF,23-081,31,30,2737.0,5,0,1,0,4.2,2.0,77,225,96,0.16,0.00,0.14,0.07,N/a,N/a,N/a,N/a,31.4,0.36,0.14,13.3,2079,90.6,33420,94.1,92.6,68.6,25,197,19,1,225,66,2.17,6,0.20,50,34,34,15,35,17,18,33,2615,122,643,1285,709,82,39,59.0,33.3,1688,8875,4938,77,89,13,24,15,1911,96,12,19,2,19,123,45,28,61.6
Jurriën Timber,NED,Arsenal,DF,23-301,29,26,2327.0,1,2,7,0,1.2,0.8,53,141,104,0.04,0.08,0.05,0.03,N/a,N/a,N/a,N/a,28.6,0.15,0.07,14.1,1118,85.1,16097,90.6,85.5,52.1,16,98,16,2,141,50,1.93,8,0.31,57,37,26,9,19,4,15,21,1575,50,283,807,492,66,53,45.3,45.3,837,3662,1923,53,26,11,32,23,978,104,31,29,6,28,91,22,19,53.7
Justin Kluivert,NED,Bournemouth,"MF,FW",25-344,28,24,1936.0,12,6,6,0,9.9,4.7,64,88,132,0.56,0.28,0.46,0.22,N/a,N/a,N/a,N/a,44.0,1.02,0.12,20.1,451,72.5,7052,82.3,75.2,52.8,43,37,26,4,88,88,4.09,11,0.51,20,9,19,15,20,0,20,13,879,21,87,295,517,111,76,40.8,47.4,511,3273,1885,64,44,33,44,24,562,132,38,25,5,71,66,7,22,24.1
Jørgen Strand Larsen,NOR,Wolves,FW,25-067,30,27,2314.0,12,2,4,0,9.2,2.4,14,25,96,0.47,0.08,0.36,0.09,N/a,N/a,N/a,N/a,64.6,1.21,0.25,11.8,257,64.1,3319,71.9,63.4,73.3,19,16,4,1,25,38,1.48,4,0.16,9,6,23,19,17,4,13,4,647,32,80,307,261,96,15,46.7,53.3,304,1035,425,14,12,7,83,31,469,96,42,17,14,5,41,60,91,39.7
Kai Havertz,GER,Arsenal,"FW,MF",25-307,21,21,1839.0,9,3,4,0,9.4,2.4,34,59,110,0.44,0.15,0.46,0.12,N/a,N/a,N/a,N/a,40.4,1.03,0.17,11.7,401,78.5,4833,84.1,82.5,45.5,16,26,8,1,59,41,2.01,3,0.15,16,9,15,11,22,4,18,6,768,31,88,282,403,103,38,23.7,63.2,411,1957,922,34,23,18,42,22,575,110,36,21,14,11,39,62,73,45.9
Kalvin Phillips,ENG,Ipswich Town,MF,29-133,18,14,1214.0,0,0,6,1,0.4,0.2,4,49,4,0.00,0.00,0.03,0.02,N/a,N/a,N/a,N/a,20.0,0.15,0.00,24.2,426,79.3,8392,82.9,86.6,62.1,5,48,6,1,49,17,1.26,3,0.22,34,19,38,23,35,6,29,19,722,60,220,388,118,4,12,41.7,50.0,302,1447,541,4,5,0,24,10,383,4,28,19,0,18,68,7,21,25.0
Kamaldeen Sulemana,GHA,Southampton,"FW,MF",23-058,20,11,972.0,1,1,0,0,1.1,0.7,50,20,67,0.09,0.09,0.10,0.07,N/a,N/a,N/a,N/a,31.6,0.56,0.05,17.8,209,78.9,3052,89.0,83.3,39.1,9,6,9,6,20,24,2.22,3,0.28,14,12,12,5,9,0,9,5,429,11,56,163,226,42,80,37.5,55.0,282,2479,1247,50,33,20,34,20,303,67,12,10,1,22,48,6,20,23.1
Kaoru Mitoma,JPN,Brighton,"FW,MF",27-329,31,28,2467.0,7,3,1,0,7.5,4.4,135,80,274,0.26,0.11,0.27,0.16,N/a,N/a,N/a,N/a,46.0,0.84,0.14,14.1,685,75.4,8929,86.7,70.9,44.9,35,32,32,8,80,81,2.96,8,0.29,41,24,44,27,45,3,42,13,1265,14,143,438,711,151,126,38.1,57.9,764,6138,3567,135,74,54,48,22,888,274,38,23,5,69,91,24,26,48.0
Keane Lewis-Potter,ENG,Brentford,"DF,FW",24-051,32,30,2639.0,1,2,5,0,2.6,2.5,90,85,136,0.03,0.07,0.09,0.09,N/a,N/a,N/a,N/a,51.9,0.48,0.04,20.5,828,76.7,13524,89.2,78.3,49.0,21,54,39,14,85,63,2.15,7,0.24,43,25,41,15,24,9,15,17,1376,92,415,527,451,69,90,38.9,51.1,721,5297,2825,90,61,34,41,18,813,136,13,26,4,66,128,26,32,44.8
Kenny Tete,NED,Fulham,DF,29-187,16,15,1271.0,0,2,3,0,1.0,0.7,33,42,39,0.00,0.14,0.07,0.05,N/a,N/a,N/a,N/a,11.1,0.14,0.00,16.4,576,81.6,9210,91.5,80.0,63.9,5,53,6,4,42,23,1.63,3,0.21,41,27,28,11,19,6,13,28,881,48,273,383,232,26,17,47.1,23.5,460,2301,1126,33,17,7,16,10,511,39,23,13,0,19,50,15,11,57.7
Kepa Arrizabalaga,ESP,Bournemouth,GK,30-193,24,24,2160.0,0,0,3,0,0.1,0.0,0,0,0,0.00,0.00,0.00,0.00,1.37,73.4,20.8,0.0,0.0,0.00,0.00,9.7,567,71.5,15640,97.8,98.0,46.6,1,8,0,0,0,4,0.17,0,0.00,1,0,1,1,1,0,1,0,843,617,820,22,1,1,1,100.0,0.0,488,2436,1381,0,0,0,0,0,378,0,2,4,0,0,44,5,1,83.3
Kevin De Bruyne,BEL,Manchester City,MF,33-290,22,14,1279.0,3,7,2,0,3.1,7.1,41,119,119,0.21,0.49,0.22,0.50,N/a,N/a,N/a,N/a,26.7,0.84,0.07,22.3,683,76.1,11577,85.8,77.1,58.7,44,67,47,10,119,91,6.40,11,0.77,13,6,18,15,7,0,7,6,1038,10,65,346,635,61,30,40.0,46.7,606,3126,1688,41,40,16,22,23,786,119,14,14,5,95,46,4,12,25.0
Kevin Schade,GER,Brentford,FW,23-138,32,20,1845.0,7,2,3,0,5.9,3.2,54,32,137,0.34,0.10,0.29,0.16,N/a,N/a,N/a,N/a,42.9,0.88,0.17,11.8,268,58.1,4167,68.5,59.4,40.0,18,28,8,2,32,44,2.15,8,0.39,33,22,20,8,14,2,12,5,730,34,114,203,427,114,73,34.2,57.5,373,2696,1229,54,26,33,45,33,452,137,19,31,13,35,69,72,60,54.5
Kieran Trippier,ENG,Newcastle Utd,DF,34-207,20,10,949.0,0,0,1,0,0.1,0.7,18,61,32,0.00,0.00,0.01,0.06,N/a,N/a,N/a,N/a,0.0,0.00,0.00,22.2,715,81.8,12139,94.4,84.9,44.3,13,41,7,1,61,35,3.32,1,0.09,27,16,28,12,5,1,4,11,970,38,302,420,256,9,7,57.1,42.9,444,1710,935,18,9,3,7,4,593,32,13,7,2,53,50,16,9,64.0
Kobbie Mainoo,ENG,Manchester Utd,MF,19-360,19,15,1294.0,0,0,5,0,0.5,1.5,19,54,36,0.00,0.00,0.04,0.11,N/a,N/a,N/a,N/a,10.0,0.07,0.00,20.2,589,86.4,7845,91.7,88.6,74.3,13,45,9,0,54,25,1.74,1,0.07,37,24,33,13,15,2,13,17,859,17,166,487,213,30,41,48.8,46.3,532,2359,1036,19,12,9,25,30,609,36,24,19,2,4,72,16,25,39.0
Konstantinos Mavropanos,GRE,West Ham,DF,27-124,28,19,1849.0,0,0,5,1,1.5,0.5,16,58,2,0.00,0.00,0.07,0.02,N/a,N/a,N/a,N/a,29.4,0.24,0.00,15.0,960,85.7,18880,91.1,92.1,57.8,4,58,4,1,58,14,0.68,0,0.00,32,22,25,11,21,15,6,38,1358,202,704,602,60,22,17,52.9,29.4,745,3730,2069,16,10,1,12,0,885,2,16,14,3,2,65,55,23,70.5
Kristoffer Ajer,NOR,Brentford,DF,26-362,19,17,1363.0,0,0,4,0,0.8,1.2,26,51,41,0.00,0.00,0.05,0.08,N/a,N/a,N/a,N/a,37.5,0.20,0.00,10.2,467,78.0,7318,86.9,79.4,49.1,7,41,7,4,51,17,1.12,2,0.13,23,16,25,12,17,4,13,12,739,50,247,345,152,35,14,50.0,42.9,361,1982,1133,26,10,2,15,12,463,41,11,6,1,14,40,27,21,56.3
Kyle Walker,ENG,Manchester City,DF,34-321,15,9,970.0,0,0,3,0,0.1,0.4,12,64,11,0.00,0.00,0.01,0.04,N/a,N/a,N/a,N/a,40.0,0.19,0.00,27.7,724,87.7,11928,94.6,91.3,51.2,7,63,7,4,64,17,1.58,0,0.00,17,10,26,12,13,4,9,3,892,26,197,473,228,5,6,50.0,33.3,499,2284,1106,12,13,0,9,2,630,11,6,5,1,14,46,9,7,56.3
Kyle Walker-Peters,ENG,Southampton,DF,28-001,30,30,2648.0,0,2,5,0,0.6,2.7,108,129,127,0.00,0.07,0.02,0.09,N/a,N/a,N/a,N/a,29.4,0.17,0.00,19.1,1380,88.3,20848,94.0,90.0,61.4,23,108,29,4,129,55,1.87,6,0.20,43,28,33,17,25,14,11,17,1859,139,568,808,497,53,80,38.8,45.0,1152,7334,4065,108,66,22,29,35,1309,127,26,47,2,51,123,10,20,33.3
Leandro Trossard,BEL,Arsenal,FW,30-131,32,23,2091.0,5,5,4,1,5.6,5.0,69,85,185,0.22,0.22,0.24,0.22,N/a,N/a,N/a,N/a,28.8,0.73,0.08,16.6,563,73.8,9263,84.9,76.2,51.9,35,36,41,9,85,74,3.18,6,0.26,25,16,29,20,25,0,25,9,1025,14,114,315,612,122,69,42.0,44.9,647,4008,1785,69,46,26,48,38,755,185,23,39,5,77,87,5,20,20.0
Leif Davis,ENG,Ipswich Town,DF,25-092,30,29,2532.0,1,2,5,0,0.9,4.3,47,55,117,0.04,0.07,0.03,0.15,N/a,N/a,N/a,N/a,14.3,0.07,0.07,20.4,846,71.3,14609,85.9,77.3,37.3,54,30,26,11,55,85,3.02,4,0.14,45,26,46,17,24,8,16,24,1448,114,513,477,477,36,37,35.1,45.9,654,3543,1924,47,27,10,36,14,766,117,24,30,3,148,110,32,22,59.3
Leny Yoro,FRA,Manchester Utd,DF,19-152,17,10,967.0,0,0,5,0,0.7,0.0,16,43,4,0.00,0.00,0.07,0.00,N/a,N/a,N/a,N/a,20.0,0.09,0.00,8.6,593,92.5,9603,95.4,94.7,65.0,0,39,2,1,43,5,0.47,0,0.00,23,10,15,6,5,3,2,17,749,70,351,349,51,10,3,33.3,66.7,516,2508,1352,16,10,1,2,2,552,4,8,1,1,1,32,11,13,45.8
